inlf,hourstotalin1975,kidslt6,kidsge6,age,educ,wage,repwage,husage,huseduc,huswage,motheduc,fatheduc,unem,city,exper
1,573,0,1,47,12,3.315900087,2.200000048,48,12,6.016300201,10,7,14,0,16
1,1825,0,0,47,12,3.56159997,3,50,12,7.678199768,7,7,7.5,1,14
1,75,0,0,46,12,1.600000024,0,48,12,5.311200142,3,7,7.5,1,3
1,1348,0,4,34,9,2.225500107,2.299999952,33,10,4.122799873,7,7,11,0,1
1,1880,0,0,48,10,4.787199974,4.25,55,12,7.8125,7,7,11,0,27
1,1240,0,1,30,12,5.806499958,6.900000095,31,12,4.60529995,10,7,7.5,1,12
1,848,0,1,51,12,2.358500004,2.299999952,54,12,3.974600077,7,7,3,0,6
1,150,0,5,52,12,2,0,54,16,15.06299973,7,12,14,1,9
1,2000,0,2,37,12,1.899999976,1.850000024,39,13,4.506400108,12,12,5,0,2
1,1952,0,2,32,12,5.123000145,3.25,33,12,5.882400036,12,7,5,0,6
1,1456,0,2,36,17,5.49450016,6.039999962,35,15,10.22799969,12,14,5,1,9
1,1740,0,2,35,12,6.321800232,5.5,37,14,6.57889986,10,10,7.5,1,16
1,1400,0,0,45,17,7.14289999,7.139999866,51,16,8.814499855,14,12,5,0,22
1,2000,0,0,56,12,2.375,2.700000048,60,10,2.952800035,7,7,14,0,26
1,1750,0,2,40,10,2.542900085,2.74000001,45,4,4.517300129,7,7,14,0,11
1,1101,1,2,45,12,2.179800034,2.299999952,49,14,5.128200054,14,12,7.5,1,11
1,2000,0,2,32,12,2.599999905,2.5,30,12,4.145100117,10,7,7.5,0,15
1,1877,0,0,45,12,3.72939992,3.599999905,50,8,8.791199684,10,10,7.5,0,13
1,160,0,2,40,12,4.375,1.850000024,44,12,7.306099892,7,12,14,1,6
1,1886,0,1,38,12,4.44329977,4,42,8,6.006899834,7,10,9.5,1,20
1,1446,0,4,49,12,4.287700176,4.400000095,45,12,8.333299637,7,7,14,1,17
1,1500,0,1,47,16,1.666700006,1.5,49,17,11.52900028,14,14,11,1,8
1,860,0,0,52,13,3.255800009,5.829999924,53,12,6.666699886,7,7,11,1,13
1,1848,0,1,34,13,5.411300182,6,40,16,8.680600166,12,12,7.5,1,15
1,1678,0,2,44,12,2.204999924,2.299999952,46,12,3.467999935,14,12,3,0,14
1,160,0,3,36,16,4.0625,0,42,16,3.032099962,14,7,3,0,14
1,108,0,0,50,17,0.648199975,0,57,16,13.80700016,14,16,9.5,1,6
1,1738,0,0,45,12,5.382599831,6.179999828,47,12,6.217400074,0,0,7.5,1,24
1,1170,0,2,44,14,0.170900002,0,46,13,4.230800152,16,12,9.5,1,10
1,15,0,2,57,12,23.46699905,0,57,10,11.47000027,7,7,11,1,2
1,2088,0,0,35,17,9.578499794,9.979999542,42,17,12.24499989,12,17,9.5,1,9
1,2490,0,0,46,12,3.6947999,3.769999981,52,12,9.210499763,7,7,7.5,1,23
1,135,2,1,30,14,2.222199917,0,35,16,6.330900192,10,12,14,1,12
1,1944,0,3,42,12,1.748999953,2.299999952,44,12,7.803899765,7,3,14,0,8
1,690,0,1,34,12,1.159399986,2.25,36,13,7.67539978,10,7,7.5,1,16
1,608,0,2,45,17,6.990099907,3,47,16,15.58199978,10,14,14,1,10
1,63,1,2,35,16,3.968300104,0,37,16,9.643600464,14,7,14,1,7
1,154,0,0,40,16,21.42900085,8.130000114,44,17,12.88599968,7,12,14,1,19
1,420,0,1,32,12,0.476200014,2.849999905,35,16,6.551099777,12,12,7.5,1,2
1,651,0,0,54,9,2.150500059,1.440000057,57,10,8.25,7,7,7.5,1,9
1,675,0,3,38,12,1.857800007,2.200000048,42,8,1.379199982,7,7,14,0,14
1,1663,0,3,43,12,4.329500198,3.599999905,42,12,5.263199806,12,14,5,1,9
1,1680,0,0,54,16,8.928600311,7,60,12,10.52600002,14,7,9.5,1,16
1,180,0,3,39,14,2.777800083,4,37,17,10,12,12,7.5,1,7
1,1581,0,1,37,12,2.656500101,3.25,39,14,12.54800034,7,12,5,1,6
1,1200,0,2,46,12,2.5,3.079999924,48,8,4.620699883,7,7,5,1,22
1,450,0,0,56,11,18.2670002,0,60,11,1.853999972,7,7,3,0,9
1,547,0,3,41,12,0.819000006,2,44,8,7.426599979,12,7,7.5,0,9
1,300,0,1,45,16,2,0,48,16,13.29800034,16,7,11,1,14
1,975,0,1,44,17,15.38500023,8.5,47,16,26.57799911,3,3,7.5,1,17
1,1621,0,1,50,17,6.477499962,0,52,17,13.95899963,16,12,5,0,12
1,300,0,5,37,14,8.333299637,3.5,38,14,13.1260004,7,7,11,0,13
1,1868,0,1,44,12,4.550300121,4.25,46,12,7.888299942,16,7,14,0,8
1,1803,0,2,32,14,2.495800018,1.899999976,34,17,8.656000137,7,14,9.5,1,10
1,2143,1,1,34,12,4.479700089,4.800000191,40,12,3.410900116,10,10,14,0,16
1,1080,0,2,32,10,2.23239994,2.299999952,35,10,4.625599861,10,10,7.5,0,1
1,1352,0,3,37,12,2.071000099,1.799999952,38,14,4.210499763,10,10,11,0,6
1,537,0,1,44,13,1.675999999,0,55,8,4.270800114,10,10,9,1,4
1,352,0,2,34,16,3.409100056,0,33,12,3.342400074,12,12,14,0,8
1,200,1,3,33,12,2.5,8,33,16,8.635899544,10,3,5,1,4
1,2045,0,3,43,7,3.960900068,4.070000172,43,12,6.758100033,7,7,7.5,1,15
1,1253,0,2,35,16,6.227499962,3.970000029,33,10,0.584299982,16,16,11,0,7
1,1960,0,1,43,14,3.928600073,3.849999905,45,14,5.335000038,7,7,7.5,0,14
1,2000,0,0,34,12,2.900000095,2.5,37,12,4.710100174,7,7,7.5,0,16
1,1960,0,3,36,10,4.081600189,4.550000191,39,7,4.979700089,7,0,7.5,0,15
1,2000,0,2,41,12,2.849999905,4.199999809,41,12,2.976200104,7,7,14,0,23
1,1568,0,0,41,16,7.015299797,6.309999943,44,17,12.74400043,7,7,7.5,0,19
1,1225,0,3,35,10,2.938800097,2.400000095,43,9,3.846199989,10,10,7.5,0,4
1,780,1,3,32,12,1.923099995,3.25,37,10,7.22329998,10,7,5,1,12
1,480,0,0,30,14,6.875,0,34,14,8.807700157,12,12,14,1,12
1,1923,0,0,43,12,3.90019989,4.739999771,47,12,5.386400223,7,7,7.5,1,25
1,2000,0,0,54,6,2,0,57,6,3.684600115,7,7,7.5,0,14
1,2110,0,2,35,15,4.976299763,4.369999886,34,12,1.843700051,7,7,7.5,0,14
1,1664,0,0,50,12,1.201900005,5,54,13,1.301300049,7,7,7.5,0,11
1,48,1,1,34,17,22.5,0,36,17,7.222199917,14,16,5,1,7
1,1791,0,0,52,14,6.8677001,6.179999828,57,12,7.352900028,14,12,9.5,1,18
1,1404,0,3,35,13,3.561300039,5.300000191,38,14,11.86400032,7,10,9,1,4
1,1920,0,0,55,6,1.979200006,2.579999924,58,8,5.332699776,7,7,7.5,0,37
1,2141,0,0,35,16,5.37130022,6,42,16,5.5,7,7,7.5,0,13
1,1720,0,1,49,14,1.744199991,0,45,16,7.230800152,16,16,9.5,1,14
1,3533,2,2,38,15,5.094799995,8.5,38,9,7,12,7,9.5,1,17
1,2000,0,2,42,14,2.5,0,45,14,7.213699818,7,7,9.5,1,5
1,800,0,1,48,8,3.825000048,2.299999952,52,5,4.5,7,7,7.5,0,2
1,3000,0,0,51,14,1,0,53,16,8.863200188,12,12,9.5,1,0
1,293,0,2,43,12,3.071700096,4,47,12,9.333299637,12,10,7.5,1,3
1,1872,0,1,43,12,1.716300011,0,48,12,3.826299906,12,10,7.5,1,21
1,2058,0,1,38,12,4.020899773,4,38,14,5.4447999,10,10,7.5,1,20
1,1832,0,1,44,12,5.458499908,4.949999809,48,9,8.763400078,3,7,7.5,1,19
1,120,1,3,36,12,25,9.979999542,35,12,8.399999619,12,10,9.5,1,4
1,1632,0,0,38,12,2.389699936,2.299999952,31,12,5.102000237,12,12,7.5,0,19
1,778,0,0,47,8,3.213399887,7.25,51,8,7.410099983,12,12,5,1,11
1,1984,0,2,34,12,3.377000093,3.140000105,49,10,5.352700233,7,7,7.5,0,14
1,225,1,2,40,17,1.777799964,0,38,17,19.56200027,16,17,14,1,8
1,1960,0,1,31,12,3.163300037,3.180000067,35,12,5.078299999,12,12,7.5,0,13
1,444,0,0,46,12,2.7026999,0,49,12,0.512799978,10,16,7.5,1,24
1,384,0,3,36,14,1.692700028,0,43,17,5.40199995,10,10,14,1,1
1,1170,1,2,39,13,0.213699996,0,47,12,7.864600182,12,16,11,1,1
1,1330,0,2,36,17,6.766900063,4.5,38,12,6.053100109,7,7,14,0,3
1,1350,0,4,37,8,1.740700006,2.099999905,41,12,5,7,7,3,0,4
1,480,0,4,39,12,2.5,0,40,11,7.682899952,7,9,3,0,21
1,1984,1,3,36,11,4.485899925,3.25999999,38,8,6.038599968,7,3,14,0,10
1,1944,0,2,49,12,2.572000027,2.700000048,53,16,5.850999832,7,7,5,1,13
1,50,1,1,45,12,3.460000038,5,46,10,6.741600037,7,7,9.5,1,9
1,460,2,0,32,17,4.782599926,0,31,17,8.108099937,7,7,7.5,0,14
1,680,0,5,36,10,2.311800003,0,43,12,5.306099892,7,7,7.5,0,2
1,2450,0,1,40,12,5.306099892,6.5,40,8,7.270899773,7,7,5,1,21
1,2144,0,2,43,13,5.867499828,0,43,11,8.177599907,7,7,7.5,1,22
1,1760,0,1,33,12,3.409100056,3.210000038,34,12,7.100599766,12,16,11,1,14
1,490,0,1,30,12,4.081600189,2.460000038,33,11,6.584400177,12,12,7.5,1,7
0,0,0,1,49,12,0,0,54,15,7.852900028,14,12,7.5,1,2
0,0,2,0,30,16,0,0,34,16,11.9289999,14,7,9.5,1,5
0,0,1,0,30,12,0,0,39,17,18,12,12,7.5,0,12
0,0,0,4,41,12,0,0,40,16,10.02200031,7,7,7.5,1,1
0,0,0,1,45,12,0,0,46,16,9.333299637,7,7,5,1,12
0,0,0,5,43,12,0,0,44,13,6.085000038,7,7,7.5,1,4
0,0,0,1,42,13,0,0,46,15,5.70539999,10,7,11,1,9
0,0,0,0,60,12,0,0,58,12,9.118499756,7,7,7.5,1,9
0,0,0,0,57,12,0,0,57,12,7.20720005,9,3,7.5,1,6
0,0,0,2,38,10,0,0,41,8,5.314599991,12,7,5,0,5
0,0,0,0,56,12,0,0,58,12,8.282799721,12,12,7.5,1,5
0,0,0,3,32,12,0,0,37,7,7.057799816,10,7,5,0,8
0,0,0,1,49,7,0,0,58,6,6.16590023,7,7,7.5,1,2
0,0,0,0,55,12,0,0,58,12,2.700000048,7,10,3,0,6
0,0,1,1,36,9,0,0,39,14,7.662799835,7,7,11,0,0
0,0,0,3,44,12,0,0,50,12,1.849099994,9,9,14,0,3
0,0,0,1,44,10,0,0,60,12,3.846199989,7,14,7.5,1,7
0,0,1,2,35,14,0,0,34,17,9.054300308,3,12,7.5,1,3
0,0,2,3,44,14,0,0,45,10,9.375,10,10,14,0,10
0,0,0,1,45,12,0,0,45,12,8.333299637,12,12,14,1,3
0,0,1,0,34,12,0,0,38,12,9.373299599,12,17,5,1,2
0,0,2,0,30,17,0,0,32,17,4.481800079,12,12,7.5,1,12
0,0,0,1,39,8,0,0,44,12,5.347599983,7,3,3,0,15
0,0,0,2,36,12,0,0,39,15,3.2026999,7,7,14,0,5
0,0,0,2,38,17,0,0,42,16,12.80099964,10,12,9.5,1,4
0,0,0,0,53,12,0,0,54,16,6.910299778,10,10,7.5,1,10
0,0,0,2,36,12,0,0,42,12,4.229300022,7,7,3,0,1
0,0,1,1,32,12,0,0,31,12,4.447899818,12,7,7.5,1,8
0,0,0,3,51,9,0,0,51,12,8.052300453,7,7,14,1,20
0,0,0,0,38,11,0,0,46,11,7.505700111,10,7,14,1,4
0,0,2,0,33,12,0,0,36,12,7.474699974,10,10,11,1,7
0,0,0,0,54,12,0,0,53,12,6.321800232,16,10,9.5,1,10
0,0,0,3,38,9,0,0,44,12,2.135400057,7,3,11,0,3
0,0,2,2,30,11,0,0,31,14,4.209199905,7,7,3,0,5
0,0,2,3,34,12,0,0,30,12,0.759500027,12,12,7.5,0,10
0,0,0,1,34,9,0,0,37,13,4.807700157,12,7,3,0,0
0,0,0,2,50,12,0,0,49,12,12.78800011,10,7,7.5,1,3
0,0,2,0,30,17,0,0,30,16,7.14289999,12,12,11,0,10
0,0,0,2,38,12,0,0,42,16,15.15200043,10,7,11,1,2
0,0,0,0,54,14,0,0,58,14,7.908199787,12,12,9.5,1,10
0,0,1,2,30,12,0,3,31,17,6.972799778,12,12,7.5,1,4
0,0,0,0,55,12,0,0,56,11,4.91809988,7,7,5,1,0
0,0,0,1,51,10,0,0,56,12,8.311200142,10,10,11,0,10
0,0,0,1,44,12,0,0,46,12,7.14289999,7,7,9.5,1,5
0,0,0,0,53,12,0,0,55,12,5.688899994,7,7,5,0,0
0,0,0,2,42,10,0,0,49,9,7.083300114,3,3,5,0,0
0,0,0,2,38,12,0,0,42,11,5.692200184,10,7,7.5,0,19
0,0,1,3,38,13,0,0,40,12,11.39999962,7,7,7.5,1,2
0,0,1,4,41,12,0,0,41,11,1.415199995,3,3,9.5,1,12
0,0,0,3,35,8,0,0,44,9,2.750699997,12,7,9.5,1,5
0,0,1,2,33,12,0,2.75,34,12,6.618199825,12,12,9.5,1,5
0,0,0,0,48,13,0,0,50,16,9.272500038,7,7,7.5,0,5
0,0,0,0,47,12,0,0,51,12,12.2869997,12,10,7.5,1,10
0,0,0,5,34,12,0,0,41,13,2.854899883,7,7,7.5,1,0
0,0,2,1,33,13,0,0,37,17,7.970900059,12,10,5,1,4
0,0,3,1,31,13,0,0,36,17,19.44400024,12,16,11,0,3
0,0,0,0,58,8,0,0,58,8,1.480599999,12,7,7.5,1,2
0,0,0,0,49,12,0,0,52,8,1.891800046,7,7,3,0,1
0,0,0,1,55,8,0,0,56,9,6.921500206,7,3,7.5,1,0
0,0,0,0,44,14,0,1.5,49,8,10.69200039,12,12,14,1,1
0,0,0,0,44,9,0,0,48,8,9.947400093,7,7,11,1,1
0,0,0,3,36,16,0,0,37,17,19,7,12,9.5,1,6
0,0,0,3,38,12,0,0,46,14,7.488200188,14,14,9.5,1,12
0,0,0,3,37,16,0,0,38,17,9.258999825,16,7,7.5,1,6
0,0,0,0,47,12,0,0,51,12,11.32199955,12,7,5,1,9
0,0,0,3,47,12,0,0,47,10,6.447000027,12,10,7.5,1,14
0,0,1,1,32,12,0,0,33,12,6.577799797,7,7,9,1,13
0,0,1,2,43,12,0,0,46,12,6.099999905,12,7,7.5,0,8
0,0,1,4,42,11,0,0,48,10,4.230800152,10,10,3,0,0
0,0,0,0,56,12,0,0,57,8,2.217000008,7,7,7.5,0,1
0,0,0,5,38,13,0,2.25,40,16,6.518899918,12,7,11,1,3
0,0,0,2,52,12,0,0,51,11,6.492300034,7,7,14,1,13
0,0,0,0,50,12,0,0,56,12,11.36400032,12,12,7.5,1,3
0,0,0,0,33,16,0,0,33,17,9.87650013,12,12,7.5,1,8
0,0,0,2,44,16,0,0,44,17,7.657599926,7,7,7.5,1,8
0,0,0,1,41,12,0,0,42,16,8.301699638,7,7,14,0,18
0,0,0,1,45,12,0,0,45,12,14.11400032,14,12,11,1,2
0,0,0,0,53,14,0,0,55,16,16,7,7,7.5,0,3
0,0,0,0,53,14,0,0,56,17,11.29100037,12,12,14,1,5
0,0,0,1,42,12,0,0,46,12,2.33949995,12,10,9.5,1,2
0,0,2,0,32,13,0,0,35,16,7.799399853,12,17,7.5,1,10
0,0,0,0,56,12,0,0,53,12,6,7,7,7.5,1,30
0,0,1,3,37,11,0,0,40,11,6.68930006,10,7,11,1,1
0,0,1,2,40,12,0,0,42,14,8.536600113,12,7,14,1,5
0,0,0,3,54,15,0,0,55,16,13.82999992,0,7,7.5,1,8
0,0,0,0,53,7,0,0,53,9,1.480000019,7,7,7.5,0,0
0,0,0,1,48,12,0,0,51,12,8.571399689,7,7,9.5,1,4
0,0,1,2,36,12,0,0,38,14,8.22990036,7,7,9.5,1,2
0,0,0,0,57,12,0,0,52,14,8.387700081,7,7,7.5,1,30
0,0,0,0,51,12,0,0,49,7,7.365099907,10,7,14,1,25
0,0,0,4,33,13,0,0,37,12,3.441499949,7,0,3,0,3
0,0,0,0,52,12,0,0,49,11,3.353699923,7,7,7.5,1,20
0,0,0,0,56,10,0,0,60,8,2.976200104,0,7,7.5,1,20
0,0,1,2,36,12,0,0,38,11,5.181000233,14,9,7.5,1,0
0,0,1,0,36,14,0,0,50,16,10.29300022,12,12,7.5,0,15
0,0,0,1,46,12,0,0,47,10,13.24300003,10,7,14,1,10
0,0,0,3,31,10,0,0,33,9,3.645800114,7,7,7.5,0,4
0,0,0,0,52,11,0,0,51,12,10.40699959,7,7,11,1,3
0,0,0,2,46,12,0,0,55,12,8.211700439,7,7,7.5,1,10
0,0,2,0,35,12,0,0,44,16,8.673500061,7,3,7.5,1,9
0,0,0,0,59,12,0,0,56,10,8.320799828,7,7,14,0,7
0,0,0,1,36,8,0,0,40,12,4.287000179,0,0,14,0,12
0,0,1,3,51,7,0,0,52,7,10.5,3,3,14,0,0
0,0,1,0,31,16,0,0,31,12,7.978700161,12,12,9,1,16
0,0,0,2,31,14,0,0,36,17,11.81400013,12,12,14,1,4
0,0,1,1,32,12,0,0,39,13,6.111100197,12,12,7.5,1,7
0,0,1,2,35,16,0,0,38,16,12.57800007,12,7,14,1,7
0,0,0,3,40,12,0,4.099999905,43,12,11.24400043,7,10,7.5,1,14
0,0,1,2,33,10,0,0,38,12,2.740799904,7,7,14,0,2
0,0,0,0,54,7,0,0,52,11,4.444399834,0,0,3,1,20
0,0,1,1,36,12,0,0,37,12,5.826700211,12,12,7.5,1,5
0,0,0,1,50,10,0,0,60,8,2.347800016,12,7,3,0,10
0,0,0,0,54,8,0,0,49,8,4.475500107,0,0,3,0,20
0,0,0,1,48,11,0,0,49,12,8.498600006,7,7,7.5,1,10
0,0,0,4,41,15,0,0,42,16,7.182499886,14,17,5,0,8
0,0,0,4,50,12,0,0,53,12,10.86999989,12,7,14,1,11
0,0,0,2,46,12,0,0,51,8,7.122200012,10,7,7.5,1,3
0,0,0,1,42,13,0,0,47,17,10.65919971,12,12,7.5,0,6
0,0,1,2,31,9,0,0,34,12,3.276200056,3,3,14,0,4
0,0,0,0,53,12,0,0,58,8,7.752099991,10,10,14,0,4
0,0,0,1,51,12,0,0,57,12,11.94499969,3,3,7.5,1,9
0,0,0,1,47,12,0,0,57,12,4.615399837,7,9,11,1,10
0,0,0,1,50,12,0,0,50,12,13.02099991,12,12,14,1,3
0,0,0,1,37,6,0,0,52,5,2.666699886,7,7,7.5,0,2
0,0,2,2,30,12,0,0,31,12,8.833299637,12,12,11,0,2
0,0,0,0,49,12,0,0,39,12,2.366899967,16,16,5,1,0
0,0,0,2,52,12,0,0,49,16,5,7,0,14,1,8
0,0,0,2,47,12,0,0,49,16,7.459700108,10,7,14,1,6
0,0,0,0,49,12,0,0,53,12,7.751900196,7,7,11,1,15
0,0,0,4,44,12,0,0,31,16,5.405399799,12,10,14,1,15
0,0,0,0,53,8,0,0,59,9,6.123899937,9,9,9.5,1,9
0,0,1,0,30,12,0,0,31,13,8.336899757,7,12,14,0,8
0,0,0,2,54,12,0,0,55,12,7.127699852,7,10,7.5,1,18
0,0,1,1,47,7,0,0,51,7,6.120399952,0,0,7.5,1,3
0,0,0,0,56,15,0,0,56,12,3.111099958,7,7,14,1,10
0,0,0,1,49,12,0,0,52,16,12.16100025,7,7,11,0,6
0,0,0,0,48,6,0,0,55,12,5.384600163,7,7,9.5,1,20
0,0,0,1,49,12,0,0,53,10,3.983799934,10,12,9.5,0,8
0,0,0,1,56,12,0,0,60,12,7.46969986,12,16,11,0,3
0,0,0,0,46,12,0,0,46,11,11.41100025,7,7,7.5,1,4
0,0,0,2,45,12,0,0,49,17,12.93599987,12,12,14,1,13
0,0,0,2,32,12,0,0,35,12,5.612199783,12,7,11,1,4
0,0,1,1,43,12,0,2.700000048,41,12,6.809899807,7,7,14,1,17
0,0,1,1,34,12,0,0,39,12,8.50660038,7,7,9.5,1,4
0,0,1,1,30,12,0,0,51,10,5.507999897,7,10,5,0,0
0,0,2,0,38,17,0,4.800000191,39,12,7.228499889,12,16,5,1,15
0,0,1,1,33,16,0,0,36,17,9.454500198,16,16,9.5,0,11
0,0,0,0,52,12,0,0,55,12,8.983499527,7,7,9.5,1,23
0,0,0,3,43,11,0,0,45,12,5.984600067,12,14,7.5,1,1
0,0,1,1,33,12,0,0,34,12,3.962899923,12,7,9.5,0,5
0,0,0,0,45,10,0,0,48,12,7.057499886,7,7,7.5,0,1
0,0,2,1,36,10,0,0,38,12,7.156499863,10,10,14,1,5
0,0,1,1,34,12,0,0,39,17,4.014500141,12,12,9.5,1,3
0,0,0,2,37,14,0,0,50,16,3.8829,10,14,11,0,3
0,0,0,1,46,10,0,0,51,12,7.978700161,7,7,11,0,19
0,0,0,0,47,12,0,0,55,10,5.036600113,12,12,9.5,1,20
0,0,2,1,31,16,0,0,32,16,7.076900005,12,12,7.5,1,5
0,0,0,0,57,5,0,0,58,5,3.618400097,7,7,14,0,0
0,0,1,1,30,12,0,0,30,13,13.4659996,10,10,5,1,3
0,0,0,0,30,12,0,0,43,17,14.53100014,12,10,11,1,3
0,0,0,3,44,12,0,0,45,12,6.800000191,12,12,9.5,1,7
0,0,0,0,53,13,0,0,53,13,6.666699886,7,12,7.5,1,7
0,0,0,0,51,8,0,0,54,8,5.917200089,7,7,9.5,1,1
0,0,1,3,39,12,0,0,36,14,10.23999977,12,7,5,1,13
0,0,0,0,52,8,0,0,54,12,8.156599998,7,3,3,0,0
0,0,0,4,46,8,0,0,50,12,6.677499771,3,3,11,1,0
0,0,0,5,47,12,0,0,49,12,0.961499989,7,7,3,0,12
0,0,0,2,52,8,0,0,54,8,16.90699959,7,3,7.5,1,0
0,0,0,2,45,12,0,0,46,15,13.56999969,10,14,7.5,1,5
0,0,0,0,60,11,0,0,52,11,8.932900429,7,7,7.5,1,45
0,0,0,2,41,13,0,0,54,7,4.737199783,17,7,11,0,10
0,0,0,3,39,8,0,0,45,12,8.51060009,7,7,7.5,1,2
0,0,0,1,49,12,0,0,51,12,5.251100063,7,7,7.5,0,3
0,0,1,1,32,15,0,0,37,13,21.7859993,12,12,14,1,1
0,0,1,3,33,12,0,0,34,13,7.912499905,12,12,14,1,5
0,0,0,4,36,10,0,0,37,8,7.108300209,7,9,14,0,10
0,0,3,3,37,13,0,0,39,14,5.043399811,7,0,5,0,4
0,0,1,2,30,12,0,0,34,11,2.244199991,12,12,11,0,7
0,0,1,1,44,11,0,0,37,10,8.506899834,7,12,9.5,1,9
0,0,0,1,48,12,0,0,49,12,7.575799942,7,12,5,1,5
0,0,0,4,40,11,0,0,45,11,5.882400036,7,7,14,1,4
0,0,0,0,47,13,0,0,49,16,40.44100189,9,9,5,1,11
0,0,0,2,36,12,0,0,40,12,6.23390007,12,7,5,1,9
0,0,0,2,40,11,0,0,42,14,9.297100067,7,12,5,1,4
0,0,0,1,46,12,0,0,46,12,0.703800023,12,7,7.5,1,2
0,0,0,0,52,12,0,0,54,12,2.542500019,3,12,7.5,0,23
0,0,0,1,44,12,0,0,45,12,5.083300114,12,12,11,0,3
0,0,0,1,45,10,0,0,46,14,7.684299946,7,7,7.5,1,15
0,0,2,1,30,7,0,0,35,7,4.0625,7,3,7.5,0,8
0,0,1,3,40,12,0,0,44,12,6.51060009,12,12,14,1,3
0,0,0,1,43,12,0,0,43,12,2.950999975,7,12,7.5,0,25
0,0,0,2,49,12,0,0,53,10,5.673799992,12,3,11,1,2
0,0,1,4,46,12,0,3.450000048,48,12,12.76599979,12,12,11,1,0
0,0,0,0,52,11,0,0,52,12,6,7,7,11,0,19
0,0,1,1,31,12,0,0,33,15,9.295499802,7,10,9.5,1,3
0,0,1,1,42,10,0,0,47,11,5.132400036,7,7,5,0,7
0,0,0,3,33,11,0,0,38,8,9.065899849,7,14,7.5,1,1
0,0,0,0,57,16,0,0,57,13,11.93099976,7,12,14,1,9
0,0,0,0,49,10,0,0,51,10,6.716400146,10,10,11,1,3
0,0,0,1,45,14,0,0,47,14,4.585100174,14,12,11,1,8
0,0,0,0,56,11,0,0,56,12,9.256699562,7,7,14,1,0
0,0,1,3,41,12,0,0,43,12,8.565600395,10,10,7.5,1,5
0,0,0,0,56,5,0,0,53,6,6.740699768,3,3,14,1,20
0,0,0,1,48,10,0,0,48,10,9.878800392,7,7,5,1,3
0,0,0,2,52,16,0,0,53,16,9.375,12,10,7.5,1,12
0,0,0,0,51,12,0,0,55,12,6.27699995,7,7,14,1,5
0,0,0,3,35,11,0,0,39,10,6.424099922,7,7,7.5,0,1
0,0,0,0,45,12,0,0,51,12,8.371800423,7,7,5,0,0
0,0,0,0,54,12,0,0,58,17,12.22000027,7,7,9.5,1,7
0,0,0,2,54,12,0,0,54,13,3.561199903,10,10,9.5,1,13
0,0,1,0,31,12,0,0,32,8,8.866999626,7,7,3,0,3
0,0,0,3,53,6,0,0,54,4,1.851500034,7,7,11,0,0
0,0,2,2,35,14,0,0,34,14,8.076899529,16,14,3,0,2
0,0,1,3,36,12,0,0,40,16,8.979599953,12,16,7.5,0,0
0,0,0,0,59,12,0,0,60,12,6.661799908,7,7,11,1,2
0,0,0,0,54,16,0,0,54,17,11.10700035,16,17,5,1,1
0,0,1,1,37,12,0,0,47,17,14.07699966,7,7,9,1,10
0,0,0,0,44,12,0,0,54,10,0.412099987,7,7,7.5,1,10
0,0,1,2,34,17,0,0,40,16,23.80999947,12,12,5,1,1
0,0,0,0,49,12,0,0,50,12,9.574500084,7,7,11,0,3
0,0,0,0,49,12,0,0,51,12,1.928599954,7,7,3,0,32
0,0,0,0,60,9,0,0,60,8,2.578299999,7,7,3,0,0
0,0,0,0,51,12,0,0,55,12,7.227399826,7,7,7.5,1,7
0,0,1,1,30,12,0,0,30,14,8.800000191,12,10,5,1,5
0,0,0,2,47,12,0,0,49,9,7.75,7,7,11,1,2
0,0,0,4,36,12,0,0,45,17,14.68799973,12,12,7.5,1,5
0,0,1,3,35,12,0,0,38,12,10.48700047,7,7,9.5,1,3
0,0,0,0,58,12,0,0,53,12,4.025300026,12,9,11,0,25
0,0,1,3,41,14,0,0,42,16,11.76500034,14,12,7.5,0,0
0,0,0,1,51,10,0,0,52,8,9.523799896,7,7,14,1,3
0,0,0,0,47,12,0,0,52,12,6.907899857,7,7,11,0,10
0,0,1,2,45,9,0,0,35,9,5.151000023,12,3,11,0,10
0,0,0,0,60,14,0,0,55,17,20.49600029,16,14,14,1,7
0,0,1,1,30,16,0,2,46,16,13.55500031,12,12,9.5,1,5
0,0,0,0,55,11,0,0,57,13,14.79599953,7,3,5,1,15
0,0,1,2,32,12,0,0,50,8,1.690500021,10,7,3,0,1
0,0,0,2,36,12,0,0,38,12,7.229599953,7,7,3,0,5
0,0,0,0,55,12,0,0,53,7,4.115200043,3,3,14,0,9
0,0,0,0,47,12,0,0,47,12,2.999000072,3,3,14,0,18
0,0,0,1,47,12,0,0,52,8,8.049200058,7,7,14,1,1
0,0,0,1,37,11,0,0,39,12,8.576999664,12,7,3,0,0
0,0,0,2,50,12,0,0,53,17,9.32349968,10,12,3,0,6
0,0,0,3,30,12,0,0,31,12,4.705900192,3,7,14,0,1
0,0,0,1,48,17,0,0,45,17,9.134599686,16,17,3,0,2
0,0,0,2,43,10,0,0,49,12,7.767000198,10,10,5,1,15
0,0,1,0,48,11,0,0,46,8,4.126900196,7,7,3,0,25
0,0,1,2,41,14,0,0,44,17,10,17,7,14,1,1
0,0,0,0,50,12,0,0,52,10,4.072700024,7,10,7.5,1,0
0,0,0,0,58,8,0,0,59,5,7.852900028,3,3,7.5,0,0
0,0,0,5,38,13,0,0,43,15,7.816800117,12,16,7.5,1,0
